"age","edu","parity","cum.percent","perc"
24,18,"5",0,0
25,18,"5",0,0
26,18,"5",0,0
27,18,"5",0,0
28,18,"5",0,0
29,18,"5",0,0
30,18,"5",0,0
31,18,"5",0,0
32,18,"5",0,0
33,18,"5",0,0
34,18,"5",0,0
35,18,"5",0,0
36,18,"5",0,0
37,18,"5",0,0
38,18,"5",0,0
39,18,"5",0,0
40,18,"5",0,0
41,18,"5",0,0
42,18,"5",0,0
43,18,"5",0,0
44,18,"5",0,0
45,18,"5",0,0
46,18,"5",0,0
47,18,"5",0,0
48,18,"5",0,0
49,18,"5",0,0
15,18,"6",NA,NA
16,18,"6",NA,NA
17,18,"6",NA,NA
18,18,"6",NA,NA
19,18,"6",NA,NA
20,18,"6",0,0
21,18,"6",NA,NA
22,18,"6",0,0
23,18,"6",NA,NA
24,18,"6",0,0
25,18,"6",0,0
26,18,"6",0,0
27,18,"6",0,0
28,18,"6",0,0
29,18,"6",0,0
30,18,"6",0,0
31,18,"6",0,0
32,18,"6",0,0
33,18,"6",0,0
34,18,"6",0,0
35,18,"6",0,0
36,18,"6",0,0
37,18,"6",0,0
38,18,"6",0,0
39,18,"6",0,0
40,18,"6",0,0
41,18,"6",0,0
42,18,"6",0,0
43,18,"6",0,0
44,18,"6",0,0
45,18,"6",0.00309284832775197,0
46,18,"6",0,0
47,18,"6",0,0
48,18,"6",0,0
49,18,"6",0,0
15,17,"0",0,0
16,17,"0",0,0
17,17,"0",0,0
18,17,"0",0,0
19,17,"0",0,0
20,17,"0",0,0
21,17,"0",0,0
22,17,"0",0.00474732662962604,0
23,17,"0",0.0387659111344977,0.0210428562859777
24,17,"0",0,0
25,17,"0",0.0250829909278938,0.0250829909278938
26,17,"0",0.0611818710401384,0.00785630159500209
27,17,"0",0.00968173715693734,0.00613307422281568
28,17,"0",0.00957815951951064,0
29,17,"0",0.00346960290952212,0.00346960290952212
30,17,"0",0,0
31,17,"0",0.00477580139834988,0.00477580139834988
32,17,"0",0.0304717415271505,0.0304717415271505
33,17,"0",0.29369173775004,0
34,17,"0",0.136812010191122,0
35,17,"0",0.0276488236939663,0.0276488236939663
36,17,"0",0.0044448169343794,0
37,17,"0",0,0
38,17,"0",0,0
39,17,"0",0.322947244959422,0
40,17,"0",0,0
41,17,"0",0.0244965610614192,0
42,17,"0",0.0591096736610265,0
43,17,"0",0,0
44,17,"0",0,0
45,17,"0",0,0
46,17,"0",0,0
47,17,"0",0,0
48,17,"0",0,0
49,17,"0",0,0
15,17,"1",0,0
16,17,"1",0,0
17,17,"1",0,0
18,17,"1",0,0
19,17,"1",0,0
20,17,"1",0,0
21,17,"1",0,0
22,17,"1",0,0
23,17,"1",0,0
24,17,"1",0.0111264050435574,0.0111264050435574
25,17,"1",0,0
26,17,"1",0.00621729277907729,0
27,17,"1",0.00204654779106804,0
28,17,"1",0.00575678686795927,0
29,17,"1",0.00507336320302943,0
30,17,"1",0,0
31,17,"1",0,0
32,17,"1",0.00499100187925443,0
33,17,"1",0.00690243900165185,0.00237623969926615
34,17,"1",0.00497139572351952,0
35,17,"1",0.0482506978184096,0
36,17,"1",0.0161084866821442,0
37,17,"1",0,0
38,17,"1",0,0
39,17,"1",0,0
40,17,"1",0.13508500562917,0.0114931193025217
41,17,"1",0,0
42,17,"1",0,0
43,17,"1",0.0153656058379781,0.0153656058379781
44,17,"1",0.0500530070087394,0
45,17,"1",0.0943896396739846,0
46,17,"1",0,0
47,17,"1",0.0596658980341671,0.0596658980341671
48,17,"1",0,0
49,17,"1",0,0
15,17,"2",0,0
16,17,"2",0,0
17,17,"2",0,0
18,17,"2",0,0
19,17,"2",0,0
20,17,"2",0,0
21,17,"2",0,0
22,17,"2",0,0
23,17,"2",0,0
24,17,"2",0,0
25,17,"2",0.00512718864827717,0.00512718864827717
26,17,"2",0,0
27,17,"2",0,0
28,17,"2",0,0
29,17,"2",0.00217548396733837,0.00217548396733837
30,17,"2",0.00975642273998735,0.00975642273998735
31,17,"2",0.00562661111161694,0.00562661111161694
32,17,"2",0.00529728840445425,0.00529728840445425
33,17,"2",0.00547186357425292,0
34,17,"2",0.00779882633431881,0.00185468409072235
35,17,"2",0.0477927002002457,0.0111120561559868
36,17,"2",0.0317861513004457,0
37,17,"2",0,0
38,17,"2",0.033877497597262,0.0127109260570581
39,17,"2",0.0318912651158576,0.0282430685571266
40,17,"2",0.0274545652620454,0.00185085804291136
41,17,"2",0.0103309354945281,0
42,17,"2",0,0
43,17,"2",0.0121976963708887,0
44,17,"2",0,0
45,17,"2",0.00489186849255203,0
46,17,"2",0.0124583565793236,0
47,17,"2",0,0
48,17,"2",0.173112100978357,0
49,17,"2",0.00411441934666702,0.00411441934666702
15,17,"3",NA,NA
16,17,"3",NA,NA
17,17,"3",0,0
18,17,"3",0,0
19,17,"3",0,0
20,17,"3",0,0
21,17,"3",0,0
22,17,"3",0,0
23,17,"3",0,0
24,17,"3",0,0
25,17,"3",0,0
26,17,"3",0,0
27,17,"3",0,0
28,17,"3",0,0
29,17,"3",0.00279509701035962,0.00279509701035962
30,17,"3",0.00751035312010792,0.00751035312010792
31,17,"3",0.0111983445019798,0
32,17,"3",0,0
33,17,"3",0,0
34,17,"3",0.00132963681832477,0
35,17,"3",0,0
36,17,"3",0.0470977477810487,0
37,17,"3",0,0
38,17,"3",0.00728779898388017,0.00458192514664514
39,17,"3",0.0109686578099313,0
40,17,"3",0,0
41,17,"3",0,0
42,17,"3",0.00867005619444,0
43,17,"3",0.00125885256166441,0
44,17,"3",0.0026755908505686,0
45,17,"3",0.00500451004045021,0
46,17,"3",0,0
47,17,"3",0.0291497163205224,0
48,17,"3",0.003177130079729,0
49,17,"3",0.0211271187180842,0
15,17,"4",NA,NA
16,17,"4",NA,NA
17,17,"4",NA,NA
18,17,"4",NA,NA
19,17,"4",0,0
20,17,"4",0,0
21,17,"4",0,0
22,17,"4",0,0
23,17,"4",0,0
24,17,"4",0,0
25,17,"4",0,0
26,17,"4",0,0
27,17,"4",0,0
28,17,"4",0,0
29,17,"4",0,0
30,17,"4",0,0
31,17,"4",0,0
32,17,"4",0,0
33,17,"4",0,0
34,17,"4",0,0
35,17,"4",0,0
36,17,"4",0.00282001549034832,0
37,17,"4",0,0
38,17,"4",0,0
39,17,"4",0,0
40,17,"4",0,0
41,17,"4",0,0
42,17,"4",0.00249533841682463,0
43,17,"4",0,0
44,17,"4",0,0
45,17,"4",0.0226126379875659,0.00671813965441699
46,17,"4",0,0
47,17,"4",0,0
48,17,"4",0.00583737142464123,0
49,17,"4",0.0532532958515921,0
15,17,"5",NA,NA
16,17,"5",NA,NA
17,17,"5",NA,NA
18,17,"5",NA,NA
19,17,"5",NA,NA
20,17,"5",0,0
21,17,"5",NA,NA
22,17,"5",0,0
23,17,"5",0,0
24,17,"5",0,0
25,17,"5",0,0
26,17,"5",0,0
27,17,"5",0,0
28,17,"5",0,0
29,17,"5",0,0
30,17,"5",0,0
31,17,"5",0,0
32,17,"5",0,0
33,17,"5",0,0
34,17,"5",0,0
35,17,"5",0,0
36,17,"5",0,0
37,17,"5",0,0
38,17,"5",0,0
39,17,"5",0,0
40,17,"5",0,0
41,17,"5",0,0
42,17,"5",0,0
43,17,"5",0,0
44,17,"5",0,0
45,17,"5",0,0
46,17,"5",0,0
47,17,"5",0,0
48,17,"5",0,0
49,17,"5",0,0
15,17,"6",NA,NA
16,17,"6",NA,NA
17,17,"6",NA,NA
18,17,"6",NA,NA
19,17,"6",NA,NA
20,17,"6",0,0
21,17,"6",NA,NA
22,17,"6",0,0
23,17,"6",NA,NA
24,17,"6",0,0
25,17,"6",0,0
26,17,"6",0,0
27,17,"6",0,0
28,17,"6",0,0
29,17,"6",0,0
30,17,"6",0,0
31,17,"6",0,0
32,17,"6",0,0
33,17,"6",0,0
34,17,"6",0,0
35,17,"6",0,0
36,17,"6",0,0
37,17,"6",0,0
38,17,"6",0,0
39,17,"6",0,0
40,17,"6",0,0
41,17,"6",0,0
42,17,"6",0,0
43,17,"6",0,0
44,17,"6",0,0
45,17,"6",0.00309284832775197,0
46,17,"6",0,0
47,17,"6",0,0
48,17,"6",0,0
49,17,"6",0,0
15,16,"0",0,0
16,16,"0",0,0
17,16,"0",0,0
18,16,"0",0,0
19,16,"0",0.00404635499321225,0.00404635499321225
20,16,"0",0.00224081578973921,0.00224081578973921
21,16,"0",0.0210674475537453,0.0210674475537453
22,16,"0",0.0727158573162026,0.0679685306865766
23,16,"0",0.192998506030725,0.154232594896227
24,16,"0",0.19211701218313,0.19211701218313
25,16,"0",0.261849934444574,0.23676694351668
26,16,"0",0.246528098063897,0.185346227023758
27,16,"0",0.255288865753794,0.245607128596856
28,16,"0",0.325017287811707,0.315439128292196
29,16,"0",0.234488185696344,0.231018582786822
30,16,"0",0.219121553545977,0.219121553545977
31,16,"0",0.28294086971274,0.278165068314391
32,16,"0",0.45050510392317,0.42003336239602
33,16,"0",0.558310578744641,0.264618840994601
34,16,"0",0.202105151232697,0.0652931410415742
35,16,"0",0.0840096561066239,0.0563608324126576
36,16,"0",0.0564937911946047,0.0520489742602253
37,16,"0",0.149350604343002,0.149350604343002
38,16,"0",0,0
39,16,"0",0.345511313022723,0.0225640680633005
40,16,"0",0.195215961909081,0.195215961909081
41,16,"0",0.0244965610614192,0
42,16,"0",0.0591096736610265,0
43,16,"0",0.0560461943845331,0.0560461943845331
44,16,"0",0.0885027030066431,0.0885027030066431
45,16,"0",0.0124263341176007,0.0124263341176007
46,16,"0",0,0
47,16,"0",0,0
48,16,"0",0.0326626807409546,0.0326626807409546
49,16,"0",0,0
15,16,"1",0,0
16,16,"1",0,0
17,16,"1",0,0
18,16,"1",0,0
19,16,"1",0,0
20,16,"1",0,0
21,16,"1",0.000750065040781996,0.000750065040781996
22,16,"1",0.00877691312180437,0.00877691312180437
23,16,"1",0.0762326555568048,0.0762326555568048
24,16,"1",0.087180254807108,0.0760538497635506
25,16,"1",0.0682922138714594,0.0682922138714594
26,16,"1",0.14607983300644,0.139862540227363
27,16,"1",0.138615586077779,0.136569038286711
28,16,"1",0.12364758287412,0.11789079600616
29,16,"1",0.10132800181901,0.0962546386159801
30,16,"1",0.145536525411394,0.145536525411394
31,16,"1",0.118863996882534,0.118863996882534
32,16,"1",0.0530077460441219,0.0480167441648675
33,16,"1",0.197157277546685,0.190254838545033
34,16,"1",0.151222226317842,0.146250830594323
35,16,"1",0.108245961167263,0.0599952633488537
36,16,"1",0.0491409699661597,0.0330324832840155
37,16,"1",0.0065919989109511,0.0065919989109511
38,16,"1",0.0184549932184299,0.0184549932184299
39,16,"1",0,0
40,16,"1",0.159761130844609,0.0246761252154397
41,16,"1",0.0737388378876541,0.0737388378876541
42,16,"1",0.0734431099607709,0.0734431099607709
43,16,"1",0.0442371883746593,0.0288715825366812
44,16,"1",0.0500530070087394,0
45,16,"1",0.196954607291556,0.102564967617571
46,16,"1",0.0441910403793253,0.0441910403793253
47,16,"1",0.176966611337543,0.117300713303376
48,16,"1",0.0587809715047365,0.0587809715047365
49,16,"1",0.0380244524680977,0.0380244524680977
15,16,"2",0,0
16,16,"2",0,0
17,16,"2",0,0
18,16,"2",0,0
19,16,"2",0,0
20,16,"2",0,0
21,16,"2",0,0
22,16,"2",0,0
23,16,"2",0.0369830130190835,0.0369830130190835
24,16,"2",0.00697870238601341,0.00697870238601341
25,16,"2",0.0369093513762983,0.0317821627280212
26,16,"2",0.0372623075483601,0.0372623075483601
27,16,"2",0.044094827538353,0.044094827538353
28,16,"2",0.0454389659985124,0.0454389659985124
29,16,"2",0.0417267796542999,0.0395512956869615
30,16,"2",0.0937438815253837,0.0839874587853964
31,16,"2",0.0928234650806496,0.0871968539690327
32,16,"2",0.0543754968780733,0.0490782084736191
33,16,"2",0.0578218209058737,0.0523499573316208
34,16,"2",0.0965685142058011,0.0887696878714823
35,16,"2",0.0858797635792706,0.0380870633790249
36,16,"2",0.0556500989138034,0.0238639476133576
37,16,"2",0.0177212898267114,0.0177212898267114
38,16,"2",0.0495890967101979,0.015711599112936
39,16,"2",0.158343035647441,0.126451770531584
40,16,"2",0.0494280302492572,0.0219734649872117
41,16,"2",0.0971797853201548,0.0868488498256267
42,16,"2",0.0788240308055615,0.0788240308055615
43,16,"2",0.0201099184380152,0.00791222206712646
44,16,"2",0.0367888234703912,0.0367888234703912
45,16,"2",0.01290337737716,0.00801150888460797
46,16,"2",0.060278394302291,0.0478200377229674
47,16,"2",0.0215913588497225,0.0215913588497225
48,16,"2",0.222029989284657,0.0489178883063008
49,16,"2",0.0500348534529635,0.0459204341062965
15,16,"3",NA,NA
16,16,"3",NA,NA
17,16,"3",0,0
18,16,"3",0,0
19,16,"3",0,0
20,16,"3",0,0
21,16,"3",0,0
22,16,"3",0,0
23,16,"3",0.00898477924574564,0.00898477924574564
24,16,"3",0.00253535479155537,0.00253535479155537
25,16,"3",0.0123443601545126,0.0123443601545126
26,16,"3",0,0
27,16,"3",0.0143777922503467,0.0143777922503467
28,16,"3",0.0406834090001575,0.0406834090001575
29,16,"3",0.0258959822707738,0.0231008852604142
30,16,"3",0.0391808452213289,0.0316704921012209
31,16,"3",0.0293851760877873,0.0181868315858076
32,16,"3",0.0103209714487918,0.0103209714487918
33,16,"3",0.0117748482603015,0.0117748482603015
34,16,"3",0.0504739159298684,0.0491442791115436
35,16,"3",0.0435204261936562,0.0435204261936562
36,16,"3",0.0826659095544979,0.0355681617734492
37,16,"3",0.0302528857460604,0.0302528857460604
38,16,"3",0.0463515245761086,0.0390637255922284
39,16,"3",0.0646952696458452,0.053726611835914
40,16,"3",0.0109849853985384,0.0109849853985384
41,16,"3",0.0228266231703773,0.0228266231703773
42,16,"3",0.0260543513028233,0.0173842951083833
43,16,"3",0.0278408300583196,0.0265819774966552
44,16,"3",0.0723789558091965,0.0697033649586279
45,16,"3",0.0330985606271119,0.0280940505866617
46,16,"3",0.0510289743324082,0.0510289743324082
47,16,"3",0.0291497163205224,0
48,16,"3",0.0581444737307147,0.0549673436509857
49,16,"3",0.119737906600003,0.0986107878819187
15,16,"4",NA,NA
16,16,"4",NA,NA
17,16,"4",NA,NA
18,16,"4",NA,NA
19,16,"4",0,0
20,16,"4",0,0
21,16,"4",0,0
22,16,"4",0,0
23,16,"4",0,0
24,16,"4",0,0
25,16,"4",0,0
26,16,"4",0.00381341573029577,0.00381341573029577
27,16,"4",0.00988525839056912,0.00988525839056912
28,16,"4",0,0
29,16,"4",0.0141900997013528,0.0141900997013528
30,16,"4",0,0
31,16,"4",0.0195065221988258,0.0195065221988258
32,16,"4",0.0132330961052527,0.0132330961052527
33,16,"4",0,0
34,16,"4",0.00293488903974742,0.00293488903974742
35,16,"4",0.00716380130081408,0.00716380130081408
36,16,"4",0.0165707333439883,0.0137507178536399
37,16,"4",0.0202919996763166,0.0202919996763166
38,16,"4",0.00534912254862842,0.00534912254862842
39,16,"4",0.0788386916208576,0.0788386916208576
40,16,"4",0.0141283179174291,0.0141283179174291
41,16,"4",0.00279278347799378,0.00279278347799378
42,16,"4",0.0174800904537731,0.0149847520369485
43,16,"4",0.0131663746497662,0.0131663746497662
44,16,"4",0.0239041360080016,0.0239041360080016
45,16,"4",0.0334183787639455,0.0108057407763796
46,16,"4",0.00453376772981516,0.00453376772981516
47,16,"4",0,0
48,16,"4",0.0115231313018802,0.005685759877239
49,16,"4",0.0566989495659596,0.00344565371436745
15,16,"5",NA,NA
16,16,"5",NA,NA
17,16,"5",NA,NA
18,16,"5",NA,NA
19,16,"5",NA,NA
20,16,"5",0,0
21,16,"5",NA,NA
22,16,"5",0,0
23,16,"5",0,0
24,16,"5",0,0
25,16,"5",0,0
26,16,"5",0,0
27,16,"5",0,0
28,16,"5",0,0
29,16,"5",0,0
30,16,"5",0,0
31,16,"5",0,0
32,16,"5",0,0
33,16,"5",0.00720659860757354,0.00720659860757354
34,16,"5",0,0
35,16,"5",0.00519470432736933,0.00519470432736933
36,16,"5",0,0
37,16,"5",0,0
38,16,"5",0,0
39,16,"5",0,0
40,16,"5",0,0
41,16,"5",0.00763692944720342,0.00763692944720342
42,16,"5",0.0597965283290995,0.0597965283290995
43,16,"5",0.0110282495958656,0.0110282495958656
44,16,"5",0,0
45,16,"5",0.0134174488301378,0.0134174488301378
46,16,"5",0,0
47,16,"5",0,0
48,16,"5",0.00767159293548623,0.00767159293548623
49,16,"5",0,0
15,16,"6",NA,NA
16,16,"6",NA,NA
17,16,"6",NA,NA
18,16,"6",NA,NA
19,16,"6",NA,NA
20,16,"6",0,0
21,16,"6",NA,NA
22,16,"6",0,0
23,16,"6",NA,NA
24,16,"6",0,0
25,16,"6",0,0
26,16,"6",0,0
27,16,"6",0,0
28,16,"6",0,0
29,16,"6",0,0
30,16,"6",0,0
31,16,"6",0,0
32,16,"6",0,0
33,16,"6",0,0
34,16,"6",0,0
35,16,"6",0,0
36,16,"6",0,0
37,16,"6",0,0
38,16,"6",0,0
39,16,"6",0.00887680837303027,0.00887680837303027
40,16,"6",0.00633074082727785,0.00633074082727785
41,16,"6",0,0
42,16,"6",0,0
43,16,"6",0.00917036572173209,0.00917036572173209
44,16,"6",0,0
45,16,"6",0.00309284832775197,0
46,16,"6",0,0
47,16,"6",0.00841474976396469,0.00841474976396469
48,16,"6",0,0
49,16,"6",0,0
15,15,"0",0,0
16,15,"0",0,0
17,15,"0",0,0
18,15,"0",0,0
19,15,"0",0.00487842011516606,0.000832065121953812
20,15,"0",0.0106242691336949,0.00838345334395564
21,15,"0",0.113188374992347,0.0921209274386016
22,15,"0",0.153936160494792,0.0812203031785897
23,15,"0",0.411241459161388,0.218242953130663
24,15,"0",0.410818218434665,0.218701206251535
25,15,"0",0.467502073923313,0.205652139478739
26,15,"0",0.467845747399176,0.221317649335279
27,15,"0",0.527790559969755,0.272501694215961
28,15,"0",0.584746216621348,0.25972892880964
29,15,"0",0.580540400766605,0.346052215070261
30,15,"0",0.366605887845874,0.147484334299897
31,15,"0",0.712589651216948,0.429648781504207
32,15,"0",0.530244844506862,0.0797397405836924
33,15,"0",0.644195142900666,0.0858845641560248
34,15,"0",0.315895539835078,0.113790388602382
35,15,"0",0.12549326900998,0.0414836129033559
36,15,"0",0.1263232449745,0.0698294537798951
37,15,"0",0.252281440472013,0.102930836129011
38,15,"0",0.0844846148057118,0.0844846148057118
39,15,"0",0.345511313022723,0
40,15,"0",0.195215961909081,0
41,15,"0",0.54530473945053,0.520808178389111
42,15,"0",0.0591096736610265,0
43,15,"0",0.122037683583195,0.0659914891986616
44,15,"0",0.23893807584484,0.150435372838197
45,15,"0",0.120936768180921,0.10851043406332
46,15,"0",0.132451831779359,0.132451831779359
47,15,"0",0.0419345455425248,0.0419345455425248
48,15,"0",0.0326626807409546,0
49,15,"0",0,0
15,15,"1",0,0
16,15,"1",0,0
17,15,"1",0,0
18,15,"1",0,0
19,15,"1",0,0
20,15,"1",0.000453181366454738,0.000453181366454738
21,15,"1",0.0415360074454294,0.0407859424046474
22,15,"1",0.0623297377056146,0.0535528245838102
23,15,"1",0.148507854914571,0.0722751993577664
24,15,"1",0.207052488061963,0.119872233254855
25,15,"1",0.226922374576585,0.158630160705125
26,15,"1",0.309790236002048,0.163710402995608
27,15,"1",0.258270911289656,0.119655325211877
28,15,"1",0.305816725949479,0.18216914307536
29,15,"1",0.29408426079818,0.192756258979171
30,15,"1",0.263888129033078,0.118351603621683
31,15,"1",0.263199881184973,0.144335884302439
32,15,"1",0.26640783922093,0.213400093176808
33,15,"1",0.476064132160031,0.278906854613346
34,15,"1",0.279658056170028,0.128435829852186
35,15,"1",0.234986330492949,0.126740369325686
36,15,"1",0.284020211100118,0.234879241133958
37,15,"1",0.0562154929562561,0.049623494045305
38,15,"1",0.242396084406611,0.223941091188181
39,15,"1",0.150838457984415,0.150838457984415
40,15,"1",0.284588193570757,0.124827062726148
41,15,"1",0.131617147898689,0.0578783100110345
42,15,"1",0.239319022833136,0.165875912872365
43,15,"1",0.128759953346301,0.0845227649716422
44,15,"1",0.318041361177252,0.267988354168513
45,15,"1",0.336352622534331,0.139398015242775
46,15,"1",0.135315078763757,0.091124038384432
47,15,"1",0.280757061301837,0.103790449964294
48,15,"1",0.168071699349815,0.109290727845079
49,15,"1",0.0754625590051769,0.0374381065370792
15,15,"2",0,0
16,15,"2",0,0
17,15,"2",0,0
18,15,"2",0,0
19,15,"2",0,0
20,15,"2",0,0
21,15,"2",0,0
22,15,"2",0,0
23,15,"2",0.0496616994039089,0.0126786863848253
24,15,"2",0.0624124079401293,0.0554337055541159
25,15,"2",0.0656014534900392,0.0286921021137408
26,15,"2",0.095517606985449,0.0582552994370889
27,15,"2",0.123569679046437,0.0794748515080843
28,15,"2",0.136627619605534,0.0911886536070218
29,15,"2",0.141096731716946,0.0993699520626463
30,15,"2",0.154514526533058,0.0607706450076738
31,15,"2",0.237983842618154,0.145160377537504
32,15,"2",0.173086353044353,0.11871085616628
33,15,"2",0.206387556451183,0.148565735545309
34,15,"2",0.203711580797813,0.107143066592012
35,15,"2",0.23077186294402,0.14489209936475
36,15,"2",0.193850265410391,0.138200166496588
37,15,"2",0.112656682795805,0.0949353929690931
38,15,"2",0.156623948086042,0.107034851375844
39,15,"2",0.324510967256578,0.166167931609136
40,15,"2",0.254642204494824,0.205214174245567
41,15,"2",0.269925179876933,0.172745394556778
42,15,"2",0.183559521788059,0.104735490982497
43,15,"2",0.175756678231064,0.155646759793049
44,15,"2",0.103739306464149,0.0669504829937575
45,15,"2",0.217168365515822,0.204264988138662
46,15,"2",0.184657462362293,0.124379068060002
47,15,"2",0.117932650767517,0.0963412919177941
48,15,"2",0.303517813989,0.081487824704343
49,15,"2",0.0821571735567955,0.032122320103832
15,15,"3",NA,NA
16,15,"3",NA,NA
17,15,"3",0,0
18,15,"3",0,0
19,15,"3",0,0
20,15,"3",0,0
21,15,"3",0,0
22,15,"3",0,0
23,15,"3",0.00898477924574564,0
24,15,"3",0.0128667747648465,0.0103314199732911
25,15,"3",0.018263894181389,0.0059195340268764
26,15,"3",0.0556905129376547,0.0556905129376547
27,15,"3",0.0207571121600223,0.00637931990967562
28,15,"3",0.0720008632664318,0.0313174542662744
29,15,"3",0.0917372223912214,0.0658412401204476
30,15,"3",0.0741272485579159,0.0349464033365871
31,15,"3",0.0708990725327852,0.0415138964449978
32,15,"3",0.0802435307763217,0.06992255932753
33,15,"3",0.0886739882360507,0.0768991399757492
34,15,"3",0.125318010657301,0.0748440947274324
35,15,"3",0.149743401187595,0.106222974993938
36,15,"3",0.153411926461449,0.0707460169069513
37,15,"3",0.137457193696275,0.107204307950214
38,15,"3",0.212866493382041,0.166514968805932
39,15,"3",0.127589297545907,0.0628940279000614
40,15,"3",0.128488611780991,0.117503626382453
41,15,"3",0.0687476779427871,0.0459210547724098
42,15,"3",0.094200278931143,0.0681459276283197
43,15,"3",0.0889035931719727,0.0610627631136531
44,15,"3",0.106624384723928,0.0342454289147316
45,15,"3",0.145887803933546,0.112789243306434
46,15,"3",0.133788478359936,0.0827595040275275
47,15,"3",0.105005011483717,0.075855295163195
48,15,"3",0.237959307495478,0.179814833764763
49,15,"3",0.141122443732996,0.0213845371329928
15,15,"4",NA,NA
16,15,"4",NA,NA
17,15,"4",NA,NA
18,15,"4",NA,NA
19,15,"4",0,0
20,15,"4",0,0
21,15,"4",0,0
22,15,"4",0,0
23,15,"4",0,0
24,15,"4",0,0
25,15,"4",0.010764808056076,0.010764808056076
26,15,"4",0.00381341573029577,0
27,15,"4",0.00988525839056912,0
28,15,"4",0,0
29,15,"4",0.0794809657283372,0.0652908660269844
30,15,"4",0.0286858323903198,0.0286858323903198
31,15,"4",0.0473041847494445,0.0277976625506187
32,15,"4",0.0783947010557528,0.0651616049505001
33,15,"4",0.0263469368057669,0.0263469368057669
34,15,"4",0.0168156873562086,0.0138807983164612
35,15,"4",0.0247011775843089,0.0175373762834948
36,15,"4",0.0465550460891573,0.029984312745169
37,15,"4",0.0598749236368312,0.0395829239605147
38,15,"4",0.0303038648151586,0.0249547422665302
39,15,"4",0.108958809984127,0.0301201183632695
40,15,"4",0.0571265402878685,0.0429982223704394
41,15,"4",0.0515542212202768,0.0487614377422831
42,15,"4",0.0905500976294194,0.0730700071756463
43,15,"4",0.0388118657797862,0.02564549113002
44,15,"4",0.0272970860186512,0.00339295001064952
45,15,"4",0.0428141823424057,0.00939580357846021
46,15,"4",0.00453376772981516,0
47,15,"4",0,0
48,15,"4",0.0552531521789351,0.0437300208770548
49,15,"4",0.0849841559867806,0.028285206420821
15,15,"5",NA,NA
16,15,"5",NA,NA
17,15,"5",NA,NA
18,15,"5",NA,NA
19,15,"5",NA,NA
20,15,"5",0,0
21,15,"5",NA,NA
22,15,"5",0,0
23,15,"5",0,0
24,15,"5",0,0
25,15,"5",0,0
26,15,"5",0,0
27,15,"5",0.0175704773623161,0.0175704773623161
28,15,"5",0,0
29,15,"5",0,0
30,15,"5",0,0
31,15,"5",0,0
32,15,"5",0,0
33,15,"5",0.0262431124433444,0.0190365138357709
34,15,"5",0.00629907788363797,0.00629907788363797
35,15,"5",0.0156008868789754,0.0104061825516061
36,15,"5",0.0139174463863425,0.0139174463863425
37,15,"5",0.0154123310333805,0.0154123310333805
38,15,"5",0,0
39,15,"5",0,0
40,15,"5",0.0559830816085399,0.0559830816085399
41,15,"5",0.0436159829346053,0.0359790534874019
42,15,"5",0.0699947869547888,0.0101982586256892
43,15,"5",0.0463014302675264,0.0352731806716608
44,15,"5",0.0108269235637798,0.0108269235637798
45,15,"5",0.0548621866065833,0.0414447377764454
46,15,"5",0,0
47,15,"5",0.0403779293571366,0.0403779293571366
48,15,"5",0.0476779685858759,0.0400063756503896
49,15,"5",0,0
15,15,"6",NA,NA
16,15,"6",NA,NA
17,15,"6",NA,NA
18,15,"6",NA,NA
19,15,"6",NA,NA
20,15,"6",0,0
21,15,"6",NA,NA
22,15,"6",0,0
23,15,"6",NA,NA
24,15,"6",0,0
25,15,"6",0,0
26,15,"6",0,0
27,15,"6",0,0
28,15,"6",0,0
29,15,"6",0,0
30,15,"6",0,0
31,15,"6",0.0258974827160795,0.0258974827160795
32,15,"6",0,0
33,15,"6",0.0192769768487805,0.0192769768487805
34,15,"6",0,0
35,15,"6",0,0
36,15,"6",0,0
37,15,"6",0,0
38,15,"6",0.0150676920252967,0.0150676920252967
39,15,"6",0.00887680837303027,0
40,15,"6",0.00633074082727785,0
41,15,"6",0.0180141649710014,0.0180141649710014
42,15,"6",0.0024858470678419,0.0024858470678419
43,15,"6",0.0245166862878055,0.0153463205660734
44,15,"6",0,0
45,15,"6",0.0116738079144694,0.00858095958671744
46,15,"6",0.00433523146712589,0.00433523146712589
47,15,"6",0.00841474976396469,0
48,15,"6",0,0
49,15,"6",0.00441288730675508,0.00441288730675508
15,14,"0",0,0
16,14,"0",0,0
17,14,"0",0.00117888912742867,0.00117888912742867
18,14,"0",0.00434008502441404,0.00434008502441404
19,14,"0",0.0368101306365026,0.0319317105213365
20,14,"0",0.104483659827516,0.0938593906938216
21,14,"0",0.193305180661753,0.0801168056694062
22,14,"0",0.319043119247597,0.165106958752805
23,14,"0",0.555786497047881,0.144545037886493
24,14,"0",0.538606130037668,0.127787911603004
25,14,"0",0.595314469284549,0.127812395361236
26,14,"0",0.582398140207909,0.114552392808733
27,14,"0",0.610067449880697,0.0822768899109414
28,14,"0",0.656709762208056,0.0719635455867084
29,14,"0",0.713361303584156,0.13282090281755
30,14,"0",0.445568634196688,0.0789627463508134
31,14,"0",0.725396576812056,0.0128069255951088
32,14,"0",0.657933059445827,0.127688214938965
33,14,"0",0.679043483477154,0.0348483405764879
34,14,"0",0.332197974215725,0.0163024343806464
35,14,"0",0.133622487383552,0.00812921837357209
36,14,"0",0.129947995382603,0.00362475040810287
