"region","postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
"oromia",0,"Implant",7.80975,"20-25",0,0,1,0,0,0,0,0,0,"grp020-25"
"oromia",0,"Other.trad",4.830051,"20-25",0.517888734508186,0,0.482111265491814,0,0,0,0,0,0,"grp020-25"
"oromia",0,"None",406.39117,"25-35",0.0588901599412212,0.0485661167293571,0.764133034681831,0,0,0,0.109795921500952,0.0186147671466385,0,"grp025-35"
"oromia",0,"Pill",36.822717,"25-35",0,0,0.808685654564817,0,0,0,0.191314345435183,0,0,"grp025-35"
"oromia",0,"Injectable",46.854916,"25-35",0.573528933442117,0.0574013194261195,0,0,0,0,0.309190971551416,0.0598787755803468,0,"grp025-35"
"oromia",0,"Condom",2.600153,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"oromia",0,"Implant",2.86192,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"oromia",0,"None",147.313774,"<18",0.14394008397341,0,0.731670936622668,0,0,0,0.0574859347504056,0.0421173175564696,0.0247857270970466,"grp0<18"
"oromia",0,"Pill",3.347232,"<18",0,0,0,0,0,0,0,0,1,"grp0<18"
"oromia",0,"Injectable",2.444519,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
"oromia",0,"None",97.868008,">35",0.024062735597929,0.024062735597929,0.766166243007623,0,0,0,0.165213549661704,0.0204947361348154,0,"grp0>35"
"oromia",0,"Pill",3.456862,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
"oromia",0,"Injectable",7.462057,">35",0.613273524981114,0,0,0,0,0,0.386726475018886,0,0,"grp0>35"
"oromia",0,"Implant",5.747695,">35",0.502075179702472,0,0.497924820297528,0,0,0,0,0,0,"grp0>35"
"oromia",1,"Birth",15.827232,"18-20",0,0,1,0,0,0,0,0,0,"grp118-20"
"oromia",1,"Birth",55.027264,"20-25",0,0,0.796915416328895,0,0,0,0.203084583671105,0,0,"grp120-25"
"oromia",1,"Birth",23.253588,"25-35",0,0.21272127983002,0.673581599536381,0,0,0,0.113697120633599,0,0,"grp125-35"
"oromia",1,"Birth",19.762912,"<18",0.128122667347808,0,0.702507960365355,0,0,0,0.169369372286837,0,0,"grp1<18"
"oromia",1,"Birth",14.401964,">35",0,0,0.81945844330676,0,0.18054155669324,0,0,0,0,"grp1>35"
"oromia",6,"None",66.421516,"18-20",0,0.040933859443979,0.71108233964428,0,0,0,0.211769210446808,0.0362145904649331,0,"grp618-20"
"oromia",6,"None",217.247723,"20-25",0.0890792627548046,0.0389807077517678,0.733105207275291,0.011514178217647,0,0,0.12732064400049,0,0,"grp620-25"
"oromia",6,"None",215.591735,"25-35",0.110238293689691,0.0144354884476439,0.797553180784041,0,0,0,0.0777730370786246,0,0,"grp625-35"
"oromia",6,"None",52.340944,"<18",0.0467037621637088,0,0.783050359198718,0,0,0,0.0961960296321748,0.0740498490053981,0,"grp6<18"
"oromia",6,"None",40.978341,">35",0,0.257050694170367,0.63020694273592,0,0,0,0.064518619726455,0,0.0482237433672583,"grp6>35"
"sidama",0,"None",38.140169,"18-20",0,0.0508370846495201,0.756218463531192,0.10167416929904,0,0,0.045534145378328,0.0457361371419199,0,"grp018-20"
"sidama",0,"Injectable",4.714357,"18-20",0.361066419025967,0,0,0,0,0,0.638933580974033,0,0,"grp018-20"
"sidama",0,"None",149.938318,"20-25",0.129296174977767,0.0395741200724954,0.547586321463203,0,0,0.0263422389465513,0.241554383716643,0.0116340107269978,0.00401275009634295,"grp020-25"
"sidama",0,"Pill",5.687642,"20-25",0,0,0.662389440122989,0,0,0,0.33761055987701,0,0,"grp020-25"
"sidama",0,"Injectable",5.62702,"20-25",0.735700779453423,0,0,0,0,0,0,0,0.264299220546577,"grp020-25"
"sidama",0,"Implant",3.230604,"20-25",0,0,1,0,0,0,0,0,0,"grp020-25"
"sidama",0,"None",243.79615,"25-35",0.052955282517792,0.0317018295818043,0.689156805798615,0,0,0,0.226186082101789,0,0,"grp025-35"
"sidama",0,"Pill",2.870258,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"sidama",0,"Injectable",11.257822,"25-35",0.163032867281078,0,0,0,0.148756926517403,0,0.688210206201519,0,0,"grp025-35"
"sidama",0,"None",34.792176,"<18",0.0497571063103383,0,0.737437894082854,0,0,0,0.0461560955543568,0.0551907992187669,0.111458104833684,"grp0<18"
"sidama",0,"Injectable",1.317149,"<18",0,0,0,0,0,0,0,1,0,"grp0<18"
"sidama",0,"None",143.648836,">35",0.0622753044793207,0.0291500308432712,0.712302172779179,0,0,0,0.187895605363624,0.00837688653460443,0,"grp0>35"
"sidama",0,"Injectable",3.485372,">35",0.49951282101308,0,0,0,0,0,0.50048717898692,0,0,"grp0>35"
"sidama",0,"Implant",1.740988,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
"sidama",1,"Birth",24.444484,"18-20",0.0710458850348406,0,0.601617731018581,0,0,0,0.327336383946579,0,0,"grp118-20"
"sidama",1,"Birth",42.658923,"20-25",0.014104083218416,0.0623834549221976,0.90940837864097,0,0,0,0.014104083218416,0,0,"grp120-25"
"sidama",1,"Birth",51.641807,"25-35",0.0816598652328336,0.0400814983100804,0.64119526259025,0,0.0338918814362944,0,0.203171492430542,0,0,"grp125-35"
"sidama",1,"Birth",11.085917,"<18",0,0.138784008575926,0.703336584605495,0,0,0,0.157879406818579,0,0,"grp1<18"
"sidama",1,"Birth",18.635577,">35",0.0322858261914831,0.116368492373485,0.763274407870494,0,0,0,0.0880712735645373,0,0,"grp1>35"
"sidama",6,"None",48.586256,"18-20",0.0325679756019892,0,0.861800567633777,0,0,0,0.105631456764234,0,0,"grp618-20"
"sidama",6,"None",140.935911,"20-25",0.0541679260156767,0.0246975662576162,0.716603329012433,0,0,0,0.204531178714274,0,0,"grp620-25"
"sidama",6,"None",157.886765,"25-35",0.04748801459071,0.0365494409870264,0.759507264589278,0,0,0,0.144174738142238,0.0122805416907491,0,"grp625-35"
"sidama",6,"None",44.448819,"<18",0,0,0.961753247032278,0,0,0,0.0382467529677223,0,0,"grp6<18"
"sidama",6,"None",41.500848,">35",0,0,0.742989155305935,0,0,0,0.257010844694065,0,0,"grp6>35"
"somali",0,"None",1.337654,"18-20",0,0,0.748987406309853,0,0,0,0.251012593690147,0,0,"grp018-20"
"somali",0,"None",1.591026,"20-25",0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,"grp020-25"
"somali",0,"None",2.514259,"25-35",0.480734880535378,0,0.450951552723884,0,0,0,0.0683135667407375,0,0,"grp025-35"
"somali",0,"Injectable",0.573278,"25-35",0.585698387169925,0.414301612830075,0,0,0,0,0,0,0,"grp025-35"
"somali",0,"Implant",0.335768,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"somali",0,"None",0.337331,"<18",0.424307282757885,0,0.575692717242115,0,0,0,0,0,0,"grp0<18"
"somali",0,"Pill",0.171758,">35",0,0,0,0,0,0,0,1,0,"grp0>35"
"somali",1,"Birth",0.247547,"20-25",1,0,0,0,0,0,0,0,0,"grp120-25"
"somali",6,"None",0.351295,"18-20",0.554676269232411,0,0.445323730767588,0,0,0,0,0,0,"grp618-20"
"somali",6,"None",0.796044,"20-25",0,0,0.578204219867244,0,0,0,0.421795780132756,0,0,"grp620-25"
"somali",6,"None",0.460276,"25-35",0,0,1,0,0,0,0,0,0,"grp625-35"
"somali",6,"None",0.286976,"<18",0.545132694023194,0,0.454867305976806,0,0,0,0,0,0,"grp6<18"
"south",0,"None",38.140169,"18-20",0,0.0508370846495201,0.756218463531192,0.10167416929904,0,0,0.045534145378328,0.0457361371419199,0,"grp018-20"
"south",0,"Injectable",4.714357,"18-20",0.361066419025967,0,0,0,0,0,0.638933580974033,0,0,"grp018-20"
"south",0,"None",149.938318,"20-25",0.129296174977767,0.0395741200724954,0.547586321463203,0,0,0.0263422389465513,0.241554383716643,0.0116340107269978,0.00401275009634295,"grp020-25"
"south",0,"Pill",5.687642,"20-25",0,0,0.662389440122989,0,0,0,0.33761055987701,0,0,"grp020-25"
"south",0,"Injectable",5.62702,"20-25",0.735700779453423,0,0,0,0,0,0,0,0.264299220546577,"grp020-25"
"south",0,"Implant",3.230604,"20-25",0,0,1,0,0,0,0,0,0,"grp020-25"
"south",0,"None",243.79615,"25-35",0.052955282517792,0.0317018295818043,0.689156805798615,0,0,0,0.226186082101789,0,0,"grp025-35"
"south",0,"Pill",2.870258,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"south",0,"Injectable",11.257822,"25-35",0.163032867281078,0,0,0,0.148756926517403,0,0.688210206201519,0,0,"grp025-35"
"south",0,"None",34.792176,"<18",0.0497571063103383,0,0.737437894082854,0,0,0,0.0461560955543568,0.0551907992187669,0.111458104833684,"grp0<18"
"south",0,"Injectable",1.317149,"<18",0,0,0,0,0,0,0,1,0,"grp0<18"
"south",0,"None",143.648836,">35",0.0622753044793207,0.0291500308432712,0.712302172779179,0,0,0,0.187895605363624,0.00837688653460443,0,"grp0>35"
"south",0,"Injectable",3.485372,">35",0.49951282101308,0,0,0,0,0,0.50048717898692,0,0,"grp0>35"
"south",0,"Implant",1.740988,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
"south",1,"Birth",24.444484,"18-20",0.0710458850348406,0,0.601617731018581,0,0,0,0.327336383946579,0,0,"grp118-20"
"south",1,"Birth",42.658923,"20-25",0.014104083218416,0.0623834549221976,0.90940837864097,0,0,0,0.014104083218416,0,0,"grp120-25"
"south",1,"Birth",51.641807,"25-35",0.0816598652328336,0.0400814983100804,0.64119526259025,0,0.0338918814362944,0,0.203171492430542,0,0,"grp125-35"
"south",1,"Birth",11.085917,"<18",0,0.138784008575926,0.703336584605495,0,0,0,0.157879406818579,0,0,"grp1<18"
"south",1,"Birth",18.635577,">35",0.0322858261914831,0.116368492373485,0.763274407870494,0,0,0,0.0880712735645373,0,0,"grp1>35"
"south",6,"None",48.586256,"18-20",0.0325679756019892,0,0.861800567633777,0,0,0,0.105631456764234,0,0,"grp618-20"
"south",6,"None",140.935911,"20-25",0.0541679260156767,0.0246975662576162,0.716603329012433,0,0,0,0.204531178714274,0,0,"grp620-25"
"south",6,"None",157.886765,"25-35",0.04748801459071,0.0365494409870264,0.759507264589278,0,0,0,0.144174738142238,0.0122805416907491,0,"grp625-35"
"south",6,"None",44.448819,"<18",0,0,0.961753247032278,0,0,0,0.0382467529677223,0,0,"grp6<18"
"south",6,"None",41.500848,">35",0,0,0.742989155305935,0,0,0,0.257010844694065,0,0,"grp6>35"
"southwest",0,"None",38.140169,"18-20",0,0.0508370846495201,0.756218463531192,0.10167416929904,0,0,0.045534145378328,0.0457361371419199,0,"grp018-20"
"southwest",0,"Injectable",4.714357,"18-20",0.361066419025967,0,0,0,0,0,0.638933580974033,0,0,"grp018-20"
"southwest",0,"None",149.938318,"20-25",0.129296174977767,0.0395741200724954,0.547586321463203,0,0,0.0263422389465513,0.241554383716643,0.0116340107269978,0.00401275009634295,"grp020-25"
"southwest",0,"Pill",5.687642,"20-25",0,0,0.662389440122989,0,0,0,0.33761055987701,0,0,"grp020-25"
"southwest",0,"Injectable",5.62702,"20-25",0.735700779453423,0,0,0,0,0,0,0,0.264299220546577,"grp020-25"
"southwest",0,"Implant",3.230604,"20-25",0,0,1,0,0,0,0,0,0,"grp020-25"
"southwest",0,"None",243.79615,"25-35",0.052955282517792,0.0317018295818043,0.689156805798615,0,0,0,0.226186082101789,0,0,"grp025-35"
"southwest",0,"Pill",2.870258,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"southwest",0,"Injectable",11.257822,"25-35",0.163032867281078,0,0,0,0.148756926517403,0,0.688210206201519,0,0,"grp025-35"
"southwest",0,"None",34.792176,"<18",0.0497571063103383,0,0.737437894082854,0,0,0,0.0461560955543568,0.0551907992187669,0.111458104833684,"grp0<18"
"southwest",0,"Injectable",1.317149,"<18",0,0,0,0,0,0,0,1,0,"grp0<18"
"southwest",0,"None",143.648836,">35",0.0622753044793207,0.0291500308432712,0.712302172779179,0,0,0,0.187895605363624,0.00837688653460443,0,"grp0>35"
"southwest",0,"Injectable",3.485372,">35",0.49951282101308,0,0,0,0,0,0.50048717898692,0,0,"grp0>35"
"southwest",0,"Implant",1.740988,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
"southwest",1,"Birth",24.444484,"18-20",0.0710458850348406,0,0.601617731018581,0,0,0,0.327336383946579,0,0,"grp118-20"
"southwest",1,"Birth",42.658923,"20-25",0.014104083218416,0.0623834549221976,0.90940837864097,0,0,0,0.014104083218416,0,0,"grp120-25"
"southwest",1,"Birth",51.641807,"25-35",0.0816598652328336,0.0400814983100804,0.64119526259025,0,0.0338918814362944,0,0.203171492430542,0,0,"grp125-35"
"southwest",1,"Birth",11.085917,"<18",0,0.138784008575926,0.703336584605495,0,0,0,0.157879406818579,0,0,"grp1<18"
"southwest",1,"Birth",18.635577,">35",0.0322858261914831,0.116368492373485,0.763274407870494,0,0,0,0.0880712735645373,0,0,"grp1>35"
"southwest",6,"None",48.586256,"18-20",0.0325679756019892,0,0.861800567633777,0,0,0,0.105631456764234,0,0,"grp618-20"
"southwest",6,"None",140.935911,"20-25",0.0541679260156767,0.0246975662576162,0.716603329012433,0,0,0,0.204531178714274,0,0,"grp620-25"
"southwest",6,"None",157.886765,"25-35",0.04748801459071,0.0365494409870264,0.759507264589278,0,0,0,0.144174738142238,0.0122805416907491,0,"grp625-35"
"southwest",6,"None",44.448819,"<18",0,0,0.961753247032278,0,0,0,0.0382467529677223,0,0,"grp6<18"
"southwest",6,"None",41.500848,">35",0,0,0.742989155305935,0,0,0,0.257010844694065,0,0,"grp6>35"
"tigray",0,"None",31.700561,"18-20",0.0786402171242332,0,0.773192215746592,0,0,0,0.13114701660958,0,0.0170205505195949,"grp018-20"
"tigray",0,"IUD",2.541308,"18-20",0.304141804141804,0,0.695858195858196,0,0,0,0,0,0,"grp018-20"
"tigray",0,"Injectable",5.457991,"18-20",0.170106180094471,0,0,0,0,0,0.829893819905529,0,0,"grp018-20"
"tigray",0,"Implant",2.673329,"18-20",0.308774191279861,0,0.691225808720139,0,0,0,0,0,0,"grp018-20"
"tigray",0,"None",82.86296,"20-25",0.0599302752399866,0.00666104614172605,0.688265854852397,0.010321378816301,0,0,0.187737295409191,0.0202732801241954,0.0268108694162024,"grp020-25"
"tigray",0,"Injectable",9.368288,"20-25",0.288790758781113,0,0,0.0251518740670654,0,0,0.686057367151821,0,0,"grp020-25"
"tigray",0,"Implant",3.44351,"20-25",0.134533078167335,0,0.865466921832665,0,0,0,0,0,0,"grp020-25"
"tigray",0,"Other.mod",0.463266,"20-25",0,0,1,0,0,0,0,0,0,"grp020-25"
"tigray",0,"None",108.941025,"25-35",0.0810361110518284,0.0150859329623528,0.659139024990816,0,0,0.00513448446074379,0.229859146267442,0.00405888415314617,0.00568641611367252,"grp025-35"
"tigray",0,"Pill",1.636802,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
"tigray",0,"Injectable",9.037897,"25-35",0.329860253994928,0,0,0,0,0.0913326407680902,0.578807105236982,0,0,"grp025-35"
"tigray",0,"Implant",3.829418,"25-35",0.120975563388484,0,0.879024436611516,0,0,0,0,0,0,"grp025-35"
"tigray",0,"None",65.489396,"<18",0.0294104101983167,0.0238016701207628,0.808695563477177,0.0130595188265288,0,0,0.0903576511837123,0,0.0346751861935022,"grp0<18"
"tigray",0,"Injectable",2.009425,"<18",0,0,0,0,0,0,1,0,0,"grp0<18"
"tigray",0,"None",50.593174,">35",0.0622028576424164,0,0.742486268997474,0,0,0.0122444185850052,0.157124635034758,0.0259418197403468,0,"grp0>35"
"tigray",0,"Pill",1.383374,">35",0,0,0.392823632654654,0,0,0,0,0.607176367345346,0,"grp0>35"
"tigray",0,"Injectable",4.887582,">35",0.158139137102968,0,0,0,0,0,0.696850712683695,0.145010150213337,0,"grp0>35"
"tigray",0,"Implant",3.623384,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
"tigray",1,"Birth",4.350226,"18-20",0,0,1,0,0,0,0,0,0,"grp118-20"
"tigray",1,"Birth",9.17917,"20-25",0,0,0.788319314273513,0,0,0,0.211680685726487,0,0,"grp120-25"
"tigray",1,"Birth",3.913711,"25-35",0,0.138272090095564,0.510808795028555,0,0.210913631589047,0,0.140005483286834,0,0,"grp125-35"
"tigray",1,"Birth",6.390518,"<18",0.0801761296971544,0,0.839647740605691,0,0,0,0.0801761296971544,0,0,"grp1<18"
"tigray",1,"Birth",1.815911,">35",0.299255855600853,0,0.266896340184073,0,0,0,0.433847804215074,0,0,"grp1>35"
"tigray",6,"None",18.509473,"18-20",0.0417579690140287,0.0453795740159647,0.564515099916675,0,0,0,0.348347357053332,0,0,"grp618-20"
"tigray",6,"None",36.038532,"20-25",0.0785687385934588,0,0.659060613234746,0.0195201624749865,0,0,0.191609774782169,0.0383859697725756,0.0128547411420643,"grp620-25"
"tigray",6,"None",40.643322,"25-35",0.0728048263377684,0.0338170191895239,0.77813998570294,0,0,0,0.0970156179654803,0.0182225508042871,0,"grp625-35"
"tigray",6,"None",14.966649,"<18",0,0.062033792601136,0.683383100652658,0,0,0,0.254583106746206,0,0,"grp6<18"
"tigray",6,"None",11.662037,">35",0,0,0.722034666842508,0,0,0,0.277965333157492,0,0,"grp6>35"
